id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601988.XSHG,2017-09-29 09:30:00,sell,long,4.13,0.00,1
12300001,pendding,000651.XSHE,2017-09-29 09:30:00,sell,long,37.90,0.00
