id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2015-04-21 09:30:00,sell,long,5.43,0.00,1
12300001,pendding,601857.XSHG,2015-04-21 09:30:00,sell,long,12.89,0.00,1
12300001,pendding,601288.XSHG,2015-04-21 09:30:00,buy,long,3.97,0.10,1
12300001,pendding,600900.XSHG,2015-04-21 09:30:00,buy,long,12.56,0.10,1
12300001,pendding,601299.XSHG,2015-04-21 09:30:00,sell,long,35.73,0.00,1
12300001,pendding,000333.XSHE,2015-04-21 09:30:00,buy,long,36.05,0.10,1
12300001,pendding,000651.XSHE,2015-04-21 09:30:00,buy,long,47.50,0.10,1
12300001,pendding,000002.XSHE,2015-04-21 09:30:00,buy,long,14.35,0.10,1
12300001,pendding,601766.XSHG,2015-04-21 09:30:00,sell,long,33.61,0.00,1
12300001,pendding,601818.XSHG,2015-04-21 09:30:00,sell,long,5.38,0.00,1
12300001,pendding,600050.XSHG,2015-04-21 09:30:00,buy,long,7.89,0.10,1
12300001,pendding,600887.XSHG,2015-04-21 09:30:00,buy,long,36.97,0.10,1
