id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600030.XSHG,2014-09-10 09:30:00,sell,long,13.37,0.00,1
12300001,pendding,002415.XSHE,2014-09-10 09:30:00,sell,long,20.05,0.00
