id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600519.XSHG,2016-08-31 09:30:00,buy,long,308.02,0.10,1
12300001,pendding,600028.XSHG,2016-08-31 09:30:00,buy,long,5.00,0.10
12300001,pendding,000002.XSHE,2016-08-31 09:30:00,buy,long,23.80,0.10
