id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2019-03-21 09:30:00,buy,long,5.60,0.10,1
12300001,pendding,000651.XSHE,2019-03-21 09:30:00,sell,long,46.44,0.00
12300001,pendding,601601.XSHG,2019-03-21 09:30:00,buy,long,32.88,0.10
