id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2011-07-01 09:30:00,buy,long,4.42,0.10,1
12300001,pendding,601318.XSHG,2011-07-01 09:30:00,buy,long,48.20,0.10,1
12300001,pendding,601857.XSHG,2011-07-01 09:30:00,buy,long,10.86,0.10,1
12300001,pendding,601288.XSHG,2011-07-01 09:30:00,buy,long,2.77,0.10,1
12300001,pendding,601628.XSHG,2011-07-01 09:30:00,buy,long,18.69,0.10,1
12300001,pendding,600028.XSHG,2011-07-01 09:30:00,buy,long,8.21,0.10,1
12300001,pendding,000858.XSHE,2011-07-01 09:30:00,buy,long,35.70,0.10,1
12300001,pendding,601088.XSHG,2011-07-01 09:30:00,buy,long,30.52,0.10,1
12300001,pendding,601299.XSHG,2011-07-01 09:30:00,buy,long,6.67,0.10,1
12300001,pendding,000651.XSHE,2011-07-01 09:30:00,buy,long,23.49,0.10,1
12300001,pendding,601601.XSHG,2011-07-01 09:30:00,buy,long,22.39,0.10,1
12300001,pendding,000002.XSHE,2011-07-01 09:30:00,buy,long,8.56,0.10,1
12300001,pendding,601668.XSHG,2011-07-01 09:30:00,buy,long,4.03,0.10,1
