id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601939.XSHG,2011-02-24 09:30:00,sell,long,4.85,0.00,1
12300001,pendding,600016.XSHG,2011-02-24 09:30:00,sell,long,5.09,0.00
12300001,pendding,600887.XSHG,2011-02-24 09:30:00,buy,long,37.30,0.10
