id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,002304.XSHE,2014-08-13 09:30:00,sell,long,58.69,0.00,1
12300001,pendding,600019.XSHG,2014-08-13 09:30:00,sell,long,4.56,0.00
