id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601939.XSHG,2012-02-23 09:30:00,buy,long,4.86,0.10,1
12300001,pendding,601988.XSHG,2012-02-23 09:30:00,buy,long,3.05,0.10
