id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,600036.XSHG,2016-08-29 09:30:00,sell,long,18.41,0.00,1
12300001,pendding,601888.XSHG,2016-08-29 09:30:00,buy,long,46.03,0.10
