id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,002415.XSHE,2013-12-20 09:30:00,sell,long,23.21,0.00,1
12300001,pendding,601888.XSHG,2013-12-20 09:30:00,sell,long,33.67,0.00
