id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601766.XSHG,2016-08-25 09:30:00,sell,long,9.30,0.00,1
12300001,pendding,601800.XSHG,2016-08-25 09:30:00,sell,long,12.14,0.00
