id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601288.XSHG,2011-04-21 09:30:00,sell,long,2.93,0.00,1
12300001,pendding,601988.XSHG,2011-04-21 09:30:00,sell,long,3.40,0.00
12300001,pendding,600050.XSHG,2011-04-21 09:30:00,buy,long,6.00,0.10
