id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,002415.XSHE,2011-03-03 09:30:00,sell,long,85.87,0.00,1
12300001,pendding,600887.XSHG,2011-03-03 09:30:00,sell,long,37.57,0.00
