id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000002.XSHE,2013-02-01 09:30:00,sell,long,11.98,0.00,1
12300001,pendding,600276.XSHG,2013-02-01 09:30:00,sell,long,32.23,0.00
