id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2015-06-08 09:30:00,buy,long,89.47,0.10,1
12300001,pendding,601288.XSHG,2015-06-08 09:30:00,buy,long,3.99,0.10
