id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601318.XSHG,2015-11-04 09:30:00,buy,long,34.01,0.10,1
12300001,pendding,600036.XSHG,2015-11-04 09:30:00,buy,long,18.13,0.10
12300001,pendding,601628.XSHG,2015-11-04 09:30:00,buy,long,27.02,0.10
