id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000651.XSHE,2017-09-19 09:30:00,buy,long,37.61,0.10,1
12300001,pendding,600030.XSHG,2017-09-19 09:30:00,buy,long,18.27,0.10
