id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2012-04-23 09:30:00,buy,long,4.40,0.10,1
12300001,pendding,601939.XSHG,2012-04-23 09:30:00,buy,long,4.74,0.10,1
12300001,pendding,601318.XSHG,2012-04-23 09:30:00,buy,long,41.00,0.10,1
12300001,pendding,601857.XSHG,2012-04-23 09:30:00,buy,long,9.90,0.10,1
12300001,pendding,601288.XSHG,2012-04-23 09:30:00,buy,long,2.72,0.10,1
12300001,pendding,600519.XSHG,2012-04-23 09:30:00,buy,long,212.17,0.10,1
12300001,pendding,601988.XSHG,2012-04-23 09:30:00,buy,long,3.06,0.10,1
12300001,pendding,600036.XSHG,2012-04-23 09:30:00,buy,long,12.14,0.10,1
12300001,pendding,601628.XSHG,2012-04-23 09:30:00,buy,long,18.24,0.10,1
12300001,pendding,600028.XSHG,2012-04-23 09:30:00,buy,long,7.31,0.10,1
12300001,pendding,601328.XSHG,2012-04-23 09:30:00,buy,long,4.84,0.10,1
