id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601857.XSHG,2016-12-06 09:30:00,sell,long,7.62,0.00,1
12300001,pendding,600585.XSHG,2016-12-06 09:30:00,sell,long,18.23,0.00
12300001,pendding,601818.XSHG,2016-12-06 09:30:00,sell,long,4.04,0.00
