id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2012-10-10 09:30:00,buy,long,3.80,0.10,1
12300001,pendding,601939.XSHG,2012-10-10 09:30:00,buy,long,4.06,0.10,1
12300001,pendding,601318.XSHG,2012-10-10 09:30:00,buy,long,42.28,0.10,1
12300001,pendding,601857.XSHG,2012-10-10 09:30:00,buy,long,8.84,0.10,1
12300001,pendding,601288.XSHG,2012-10-10 09:30:00,buy,long,2.49,0.10,1
12300001,pendding,600519.XSHG,2012-10-10 09:30:00,buy,long,243.99,0.10,1
12300001,pendding,601988.XSHG,2012-10-10 09:30:00,buy,long,2.74,0.10,1
12300001,pendding,600036.XSHG,2012-10-10 09:30:00,buy,long,10.25,0.10,1
12300001,pendding,601628.XSHG,2012-10-10 09:30:00,buy,long,19.02,0.10,1
12300001,pendding,600028.XSHG,2012-10-10 09:30:00,buy,long,6.20,0.10,1
12300001,pendding,601328.XSHG,2012-10-10 09:30:00,buy,long,4.30,0.10,1
