id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601299.XSHG,2014-05-15 09:30:00,sell,long,4.60,0.00,1
12300001,pendding,600276.XSHG,2014-05-15 09:30:00,sell,long,31.04,0.00
