id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,601398.XSHG,2019-06-19 09:30:00,buy,long,5.76,0.10,1
12300001,pendding,601939.XSHG,2019-06-19 09:30:00,buy,long,7.40,0.10
12300001,pendding,601318.XSHG,2019-06-19 09:30:00,buy,long,82.25,0.10
12300001,pendding,600519.XSHG,2019-06-19 09:30:00,buy,long,924.50,0.10
12300001,pendding,601988.XSHG,2019-06-19 09:30:00,buy,long,3.77,0.10
12300001,pendding,600036.XSHG,2019-06-19 09:30:00,buy,long,36.41,0.10
12300001,pendding,601628.XSHG,2019-06-19 09:30:00,buy,long,26.75,0.10
12300001,pendding,601328.XSHG,2019-06-19 09:30:00,buy,long,6.21,0.10
12300001,pendding,000333.XSHE,2019-06-19 09:30:00,buy,long,51.46,0.10
12300001,pendding,600000.XSHG,2019-06-19 09:30:00,buy,long,11.85,0.10
12300001,pendding,601601.XSHG,2019-06-19 09:30:00,buy,long,35.76,0.10
12300001,pendding,601998.XSHG,2019-06-19 09:30:00,buy,long,5.93,0.10
