id,status,symbol,time,type,trend,price,balance_rate,try_count
12300001,pendding,000002.XSHE,2012-05-23 09:30:00,buy,long,9.03,0.10,1
12300001,pendding,600016.XSHG,2012-05-23 09:30:00,buy,long,6.59,0.10
