id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,000333.XSHE,2018-03-19 09:30:00,buy,long,56.80,0.10,1
123653,done,000333.XSHE,2018-03-19 09:30:00,buy,long,56.80,0.10,1
