id,status,symbol,time,type,trend,price,balance_rate,try_count,order_id,strategy_id
123653,done,600519.XSHG,2005-07-14 10:29:00,buy,long,12.31,0.10,1,52EF430D-E78C-45EC-86C9-B3F0DDCB1A5C,555E038F-B5E5-4B99-AA10-DB157AD4B7BB
123653,done,600519.XSHG,2005-07-14 10:29:00,buy,long,12.31,0.10,1,066ED9A3-6A56-4FBD-ABB8-14761272350B,764B82E0-92D1-4E1C-A661-E34E348123C5
123653,done,600519.XSHG,2005-07-15 09:59:00,buy,long,12.29,0.10,1,0D43C645-4FFE-4DED-A038-83D2157CFA3B,288316CB-3A74-4629-9C45-A07ACA8419AD
123653,done,600519.XSHG,2005-07-20 09:59:00,sell,long,12.25,0.00,1,135BDB07-E95E-4125-B565-F7C6D27379E1,0C5A98DB-D05D-4804-A04B-C419BEE6DD83
123653,done,600519.XSHG,2005-07-20 09:59:00,sell,long,12.25,0.00,1,600F8053-7EAB-4949-A42F-1A523AF22111,38DF7992-2198-40DF-A019-D5E05ACC1482
123653,done,600519.XSHG,2005-07-20 09:59:00,sell,long,12.25,0.00,1,066ED9A3-6A56-4FBD-ABB8-14761272350B,764B82E0-92D1-4E1C-A661-E34E348123C5
123653,done,600519.XSHG,2005-07-20 09:59:00,sell,long,12.25,0.00,1,5F5B35F8-98AE-4181-BCEC-FF414DBDAF92,888E9951-3738-4CBF-8C12-9866EC1D787C
123653,done,600519.XSHG,2005-07-20 10:59:00,sell,long,12.19,0.00,1,52EF430D-E78C-45EC-86C9-B3F0DDCB1A5C,555E038F-B5E5-4B99-AA10-DB157AD4B7BB
123653,done,600519.XSHG,2005-07-20 10:59:00,sell,long,12.19,0.00,1,3CA1A2B6-B35D-402F-A33E-A778FD456770,7C4A195E-20DE-4E8C-B493-47D700437A46
123653,done,600519.XSHG,2005-07-20 13:29:00,sell,long,12.14,0.00,1,0D43C645-4FFE-4DED-A038-83D2157CFA3B,288316CB-3A74-4629-9C45-A07ACA8419AD
123653,done,600519.XSHG,2005-07-20 13:29:00,sell,long,12.14,0.00,1,F2778D18-D8E6-49AF-9E3F-BB488EAE33EF,BFE3F9EB-F76E-4977-A481-A8B45705136F
123653,done,600519.XSHG,2005-07-22 11:29:00,buy,long,12.13,0.10,1,B234050D-5AD2-4C2E-BA7C-3B1B776A74C9,0C5A98DB-D05D-4804-A04B-C419BEE6DD83
123653,done,600519.XSHG,2005-07-22 11:29:00,buy,long,12.13,0.10,1,5EC94D8E-F7C7-4633-BFBE-C716FCDD5B2B,BFE3F9EB-F76E-4977-A481-A8B45705136F
123653,done,600519.XSHG,2005-07-25 13:59:00,sell,long,11.99,0.00,1,B234050D-5AD2-4C2E-BA7C-3B1B776A74C9,0C5A98DB-D05D-4804-A04B-C419BEE6DD83
123653,done,600519.XSHG,2005-07-25 14:29:00,sell,long,11.92,0.00,1,5EC94D8E-F7C7-4633-BFBE-C716FCDD5B2B,BFE3F9EB-F76E-4977-A481-A8B45705136F
123653,done,600519.XSHG,2005-07-26 10:29:00,buy,long,12.06,0.10,1,A3656868-4447-451B-AE82-91D0B66E0332,888E9951-3738-4CBF-8C12-9866EC1D787C
