id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,601398.XSHG,2014-12-19 09:30:00,buy,long,3.46,0.10,1
123653,done,601857.XSHG,2014-12-19 09:30:00,buy,long,9.16,0.10,1
