id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,600000.XSHG,2017-11-27 09:57:00,sell,long,12.95,0.00,1
123653,done,600036.XSHG,2017-11-27 09:57:00,sell,long,29.30,0.00,1
123653,done,600887.XSHG,2017-11-27 09:57:00,sell,long,29.02,0.00,1
123653,done,600104.XSHG,2017-11-27 09:57:00,sell,long,31.40,0.00,1
123653,done,600276.XSHG,2017-11-27 09:57:00,sell,long,64.09,0.00,1
123653,done,601766.XSHG,2017-11-27 09:57:00,buy,long,12.01,0.10,1
123653,done,601318.XSHG,2017-11-27 09:57:00,sell,long,73.05,0.00,1
123653,done,600887.XSHG,2017-11-27 10:57:00,buy,long,29.32,0.10,1
123653,done,600276.XSHG,2017-11-27 10:57:00,buy,long,65.64,0.10,1
123653,done,600104.XSHG,2017-11-27 10:57:00,buy,long,31.20,0.10,1
123653,done,601766.XSHG,2017-11-27 10:57:00,sell,long,11.73,0.00,1
123653,done,600585.XSHG,2017-11-27 10:57:00,sell,long,28.66,0.00,1
123653,done,600028.XSHG,2017-11-27 10:58:00,sell,long,6.12,0.00,1
123653,done,600276.XSHG,2017-11-27 13:27:00,sell,long,65.15,0.00,1
123653,done,601318.XSHG,2017-11-27 13:27:00,buy,long,73.55,0.10,1
123653,done,600000.XSHG,2017-11-27 14:27:00,buy,long,12.99,0.10,1
