id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,600104.XSHG,2014-11-21 09:57:00,sell,long,18.73,0.00,1
123653,done,600276.XSHG,2014-11-21 09:58:00,sell,long,37.32,0.00,1
123653,done,600000.XSHG,2014-11-21 10:57:00,sell,long,10.47,0.00,1
123653,done,600104.XSHG,2014-11-21 10:57:00,buy,long,18.88,0.10,1
123653,done,601628.XSHG,2014-11-21 13:27:00,buy,long,17.25,0.10,1
123653,done,601318.XSHG,2014-11-21 13:27:00,buy,long,43.90,0.10,1
123653,done,601288.XSHG,2014-11-21 13:27:00,buy,long,2.57,0.10,1
123653,done,600104.XSHG,2014-11-21 13:27:00,sell,long,18.96,0.00,1
123653,done,600000.XSHG,2014-11-21 13:29:00,buy,long,10.64,0.10,1
123653,done,600104.XSHG,2014-11-21 14:28:00,buy,long,19.03,0.10,1
