id,status,symbol,time,type,trend,price,balance_rate,try_count
123653,done,601318.XSHG,2017-12-08 09:57:00,buy,long,69.77,0.10,1
123653,done,600104.XSHG,2017-12-08 09:57:00,buy,long,31.15,0.10,1
123653,done,601088.XSHG,2017-12-08 09:57:00,sell,long,21.78,0.00,1
123653,done,600104.XSHG,2017-12-08 09:58:00,sell,long,31.12,0.00,1
123653,done,600276.XSHG,2017-12-08 10:57:00,sell,long,64.99,0.00,1
123653,done,600036.XSHG,2017-12-08 10:59:00,sell,long,28.05,0.00,1
123653,done,601318.XSHG,2017-12-08 13:27:00,sell,long,71.49,0.00,1
123653,done,600276.XSHG,2017-12-08 13:27:00,buy,long,65.57,0.10,1
123653,done,600104.XSHG,2017-12-08 13:27:00,buy,long,31.28,0.10,1
123653,done,600585.XSHG,2017-12-08 13:27:00,buy,long,29.26,0.10,1
123653,done,600887.XSHG,2017-12-08 13:28:00,buy,long,29.45,0.10,1
